service_request_id,date_requested,neighborhood,service,status,street_address,public_description
4183933,2023-04-08T15:13:00,Downtown,Encampment,open,741 15th St,Homeless encampment
4183934,2023-04-08T15:15:00,University,Pothole,open,"Miramar Rd & Eastgate Mall, San Diego, CA 92121, USA","Many Huge potholes traveling east from Nobel Dr|| Describe the exact location of the pothole on the street./Miramar Rd & Nobel Dr|| Which lane is the pothole in?/Middle, left, right || What is the direction of travel?/Eastbound"
4183935,2023-04-08T15:16:00,Downtown,Encampment,open,130 13th St,Homeless man refuses to relocate from middle of sidewalk.
4183936,2023-04-08T15:16:00,Mid-City:City Heights,Illegal Dumping,open,3653?3687 Ash St,Illegal dumping
4183937,2023-04-08T15:17:00,Mid-City:Eastern Area,Parking,open,"3871 Boren St, San Diego, CA 92115, USA",this car has been parked in the same spot for over 8 month. I ask all my neighbor's  before reporting this car possibly stolen
4183939,2023-04-08T15:20:00,Balboa Park,Shared Mobility Device,open,1700 Village Pl,55
4183940,2023-04-08T15:20:00,Mid-City:City Heights,Illegal Dumping,open,1484 38th St,Illegal dumping
4183941,2023-04-08T15:21:00,Downtown,Encampment,open,550 15th St,"Encampment with multiple tents blocking sidewalk. People partying, doing drugs, leaving their dog tied up all day/barking, indecedent exposure in area with children. They need to leave this area."
4183942,2023-04-08T15:21:00,Mid-City:City Heights,Graffiti - Public,open,3960?3976 Menlo Ave,Graffiti
4183943,2023-04-08T15:26:00,Mira Mesa,Pothole,open,"MIRA MESA BL & CAMINO RUIZ,, 92126","nick, 858-380-8714, 3 potholes"
4183944,2023-04-08T15:27:00,Southeastern San Diego,Parking,open,600?698 21st St,Abandoned van
4183946,2023-04-08T15:31:00,Pacific Beach,Parking,open,4701?4749 Gresham St,Boat parked
4183947,2023-04-08T15:31:00,La Jolla,ROW Maintenance,open,375 Coast Blvd,Red curb faded
4183948,2023-04-08T15:31:00,Mid-City:Eastern Area,Missed Collection,open,4758 Seminole Dr,Blue trashcan mine and my neighbors not picked up
4183950,2023-04-08T15:32:00,Pacific Beach,Parking,open,5151?5199 Fanuel St,Landscaping work truck parked
4183951,2023-04-08T15:33:00,North Park,Shared Mobility Device,open,4330 Georgia St,103
4183952,2023-04-08T15:34:00,Mid-City:City Heights,Parking,open,3910 Thorn St,Wrecked parked car
4183953,2023-04-08T15:35:00,Uptown,Encampment,open,635 Robinson Ave,Someone living in tent set up on sidewalk.
4183954,2023-04-08T15:36:00,Downtown,Encampment,open,100 16th St,Asked to relocate. Non compliant.
4183955,2023-04-08T15:39:00,Otay Mesa-Nestor,Graffiti - Public,open,1502 Palm Ave,Graffiti on decorative fence
4183956,2023-04-08T15:41:00,Mid-City:Eastern Area,Illegal Dumping,open,6837 Amherst St,Illegal dumping
4183957,2023-04-08T15:43:00,Downtown,Encampment,open,"116 A ST, San Diego, CA 92101, USA",Transient sleeping on the corner of first avenue and A street
4183958,2023-04-08T15:43:00,Mid-City:Eastern Area,Illegal Dumping,open,6917 Amherst St,Chair left on Sidewalk
4183959,2023-04-08T15:45:00,Navajo,Pothole,open,"Del Cerro Blvd & College Ave, San Diego, CA 92120, USA",college avenue and Dell Cerro Blvd. has not been fixed. So many potholes in both roads. so many accidents almost occurring because of people driving around potholes.  This is a very nice neighborhood and this has not been fixed for so many years|| Describe the exact location of the pothole on the street./Potholes in both streets college avenue and  del cerro blvd.  Has not been fixed. Both streets should  be repaved|| Which lane is the pothole in?/|| What is the direction of travel?/
4183960,2023-04-08T15:45:00,Downtown,Encampment,open,"1294 01ST AV, San Diego, CA 92101, USA",Multiple encampments along corner of first avenue
4183961,2023-04-08T15:47:00,Otay Mesa-Nestor,Graffiti - Public,open,"999-701 Blackwood Dr, San Diego, CA 92154, USA",Curse words
4183962,2023-04-08T15:48:00,La Jolla,Tree Maintenance,open,8272 El Paseo Grande,Clean up debris
4183963,2023-04-08T15:48:00,Mission Bay Park,Encampment,open,"Unnamed Road, San Diego, CA 92109, USA","Homeless living next to OUT-OF-SERVICE bathrooms at De Anza Cove!                                      PLEASE REPAIR THOSE NEEDED BATHROOMS ASAP!  De Anza Cove is a VERY BUSY popular area for families and groups, especially this SPRING!  Those bathrooms have been OUT-OF SERVICE for 6 months now!  PLEASE PRIORITY REPAIR THEM!    WE WILL CHECK EVERY WEEK until they are repaired, and we will call and email the MAYOR!"
4183964,2023-04-08T15:48:00,Serra Mesa,Encampment,open,9093?9105 Gramercy Dr,Someone has been living in this motorhome next to Taft Middle School for over a week now. Please redirect them to the Safe Parking Lot down the street by the stadium.
4183965,2023-04-08T15:49:00,North Park,Shared Mobility Device,open,2901?2999 Myrtle Ave,103 (2nd)
4183967,2023-04-08T15:54:00,Greater Golden Hill,Shared Mobility Device,open,2204 Fern St,104
4183968,2023-04-08T15:55:00,Midway-Pacific Highway,Traffic Signal Issue,open,"ROSECRANS ST & SPORTS ARENA BL,, 92110",Stop light turn has been knocked off center and the light signal is no longer visible.
4183970,2023-04-08T15:57:00,Peninsula,Other,open,580 San Gorgonio St,Fire lane blocked
4183971,2023-04-08T15:58:00,Mission Beach,Parking,open,"772 SAN LUIS OBISPO PL, San Diego, CA 92109, USA","Parked in street at stop sign, blocking traffic"
4183972,2023-04-08T15:59:00,Ocean Beach,Encampment,open,2177 Bacon St,Homeless encampment. Blocking part of the sidewalk. Drug use occurring aswell
4183974,2023-04-08T16:01:00,Greater Golden Hill,Shared Mobility Device,open,1114 25th St,105
4183975,2023-04-08T16:03:00,Mid-City:City Heights,Traffic Sign Maintenance,open,"3598-3550 Altadena Ave, San Diego, CA 92105, USA","There are 2 ""BUMP"" warning signposts that are leaning badly & need realignment, please:  1 is across the street from the school building at  3550 Altadena Avenue, and the other 1 is in front of the house at  3595 Altadena Avenue."
4183976,2023-04-08T16:05:00,Clairemont Mesa,Illegal Dumping,open,6050?6098 Charing St,Shopping carts left on sidewalk - Chateau & Charing
4183977,2023-04-08T16:10:00,Mid-City:City Heights,Traffic Sign Maintenance,open,"3715-3725 Altadena Ave, San Diego, CA 92105, USA","Altadena Avenue:  just north / east of of Landis Street, there is a ""BUMP"" sign that is very faded and needs replacement, please.  ** Please realign this leaning signpost as well."
4183978,2023-04-08T16:11:00,Downtown,Shared Mobility Device,open,1401 Broadway,106
4183979,2023-04-08T16:11:00,Ocean Beach,Parking,open,4600?4698 Lotus St,Car parked for more than 72 hours
4183980,2023-04-08T16:12:00,Clairemont Mesa,Pothole,open,"4701-4773 Mt Cervin Dr, San Diego, CA 92117, USA",Several large potholes near intersection of Mount Cerwin and Boxwood || Describe the exact location of the pothole on the street./Near intersection of Mount Cerwin and Boxwood several large potholes|| Which lane is the pothole in?/Right side of road going south|| What is the direction of travel?/Southbound
4183981,2023-04-08T16:13:00,Downtown,Shared Mobility Device,open,1290 F St,107
4183982,2023-04-08T16:14:00,Downtown,Shared Mobility Device,open,"812 13TH ST, San Diego, CA 92101, USA",56
4183983,2023-04-08T16:14:00,Mira Mesa,Pothole,open,"11306 Squamish Rd, San Diego, CA 92126, USA",TO SAN DIEGO PHOTO-OP MAYOR: HAVE YOU DRIVEN AROUND SAN DIEGO COUNTY SUPPOSEDLY REPAIRED POTHOLES? YES I SAID SUPPOSEDLY REPAIRED ... MOST OF THEM HAVE HUMPS AND DIPS THE WAY IT WAS REPAIRED. YOU MIGHT AS WELL LEAVE THE POTHOLES AS IS AND SPEND THE TAX PAYERS MONEY ON WORTHY CAUSE! HUMPS AND DIPS ON REPAIRED POTHOLES OHHH MYYY!|| Describe the exact location of the pothole on the street./SAME. HUMPS AND IDIPS ON MOST REPAIRED POTHOLES!|| Which lane is the pothole in?/IT DOESN'T MATTER WHICH LANES.|| What is the direction of travel?/
4183984,2023-04-08T16:14:00,Mid-City:City Heights,Traffic Sign Maintenance,open,"5049 Wightman St, San Diego, CA 92105, USA","Wightman Street @ Altadena Avenue:  a STOP signpost has been bent, and the sign itself defaced.  Can these be repaired / realigned, please?   ** Also, a fluorescent Yellow 'SCHOOL  X-ING' sign for the adjacent crosswalk has been damaged; can it be repaired, please & its signpost realigned?"
4183985,2023-04-08T16:16:00,Downtown,Shared Mobility Device,open,545 F St,108 (2nd)
4183986,2023-04-08T16:17:00,Mid-City:City Heights,Illegal Dumping,open,3855 Ash St,Illegal dumping
4183987,2023-04-08T16:18:00,Downtown,Shared Mobility Device,open,868 Fifth Ave,109
4183988,2023-04-08T16:18:00,Skyline-Paradise Hills,Illegal Dumping,open,2149 Flintridge Drive,Trash dumped on corner.
4183989,2023-04-08T16:19:00,Downtown,Shared Mobility Device,open,937 Fifth Ave,110
4183990,2023-04-08T16:19:00,Mid-City:City Heights,Illegal Dumping,open,3855 Ash St,Abandoned shopping cart
4183991,2023-04-08T16:20:00,Los Penasquitos Canyon,Pothole,open,"12214 BLACK MTN RD, San Diego, CA 92126, USA",Pothole  || LOCATION: Big pothole destroying tires  || LANE: Left lane || Southbound
4183992,2023-04-08T16:21:00,North Park,Pavement Maintenance,open,"2815 Howard Ave, San Diego, CA 92104, USA","This must be the third or fourth time I am submitting a request for the city to fix the asphalt in the alley behind 2815 Howard Avenue. Also you cannot leave heavy equipment/machinery in front of 2815 Howard Avenue for months!!!   People have nowhere to park as it is, and you need to finish Howard Ave/Idaho road. This is ridiculous and you have got to get this done!!!! It has been 10 years of a mess !!!"
4183993,2023-04-08T16:21:00,Downtown,Encampment,open,460 16th St,Homeless encampment
4183994,2023-04-08T16:22:00,North Park,Encampment,open,3926 Kansas St,Homeless encampment
4183995,2023-04-08T16:23:00,Mid-City:City Heights,Traffic Sign Maintenance,open,"4898-4734 Reno Dr, San Diego, CA 92105, USA","Estrella Avenue @ Reno Drive:  the Street Name Signpost for this intersection needs realignment, please."
4183996,2023-04-08T16:23:00,Downtown,Shared Mobility Device,open,1400?1498 State St,111
4183997,2023-04-08T16:24:00,Downtown,Shared Mobility Device,open,"1424 STATE ST, San Diego, CA 92101, USA",57 (2nd)
4183998,2023-04-08T16:24:00,Downtown,Shared Mobility Device,open,W Ash St,"#04183505, 04183292, 04182830, 04182657, 04182151  This is my 6th report. First report 11:18am on 4/7. It?s now 4:25pm on 4/8. Bird lied when they closed the first report. All they did was move it a few feet onto the dirt. Bird is still illegally parked at the corner of Ash and Pac Hwy. it is not in a corral and it is illegally parked on Port property, too."
4183999,2023-04-08T16:25:00,Downtown,Illegal Dumping,open,"848 07TH AV, San Diego, CA 92101, USA",Property abandoned
4184000,2023-04-08T16:26:00,Mid-City:City Heights,Traffic Sign Maintenance,open,"3669-3699 Lemona Ave, San Diego, CA 92105, USA","Lemona Avenue @ Landis Street:  the Street Name Signpost for this intersection needs realignment, please."
4184001,2023-04-08T16:26:00,Uptown,Encampment,open,138 W Pennsylvania Ave,Homeless man moving in.
4184002,2023-04-08T16:26:00,Downtown,Stormwater,open,801 Sixth Avenue,Trash going into storm drain
4184003,2023-04-08T16:27:00,Downtown,Illegal Dumping,open,"942 07TH AV, San Diego, CA 92101, USA",Sidewalk blocked by tents and trash
4184004,2023-04-08T16:29:00,Mid-City:Eastern Area,Graffiti - Public,open,"5426 OLIVE ST, San Diego, CA 92105, USA",Wall graffitied.
4184005,2023-04-08T16:29:00,North Park,Pothole,open,"5008 TEXAS ST, 92108","Big pothole southbound Texas /right as you cross 8 highway, broke my tire.|| Describe the exact location of the pothole on the street./Texas and crossing 8 highway || Which lane is the pothole in?/|| What is the direction of travel?/Southbound"
4184006,2023-04-08T16:29:00,Mission Beach,Parking,open,"3455 Ocean Front Walk, San Diego, CA 92109, USA",Illegally parked- blocking garage access
4184007,2023-04-08T16:30:00,Mid-City:City Heights,Street Light Maintenance,open,"4793 Polk Ave, San Diego, CA 92105, USA","Pole Avenue @ 48th Street:  mounted on the Southwest corner of this intersection is a (wooden utility pole) street light that has been staying on all day -- and needs a new photocell & bulb, please."
4184008,2023-04-08T16:31:00,Downtown,Shared Mobility Device,open,1536 India St,112
4184009,2023-04-08T16:32:00,Downtown,Encampment,open,815 E St,Homeless encampment
4184010,2023-04-08T16:32:00,Mid-City:City Heights,Traffic Sign Maintenance,open,"4101-4199 48th St, San Diego, CA 92105, USA","Across from building at  4104  48th Street (in the eastern curb) is a 'HANDICAPPED' signpost that has been struck -- and needs realignment, please."
4184011,2023-04-08T16:32:00,Downtown,Shared Mobility Device,open,1910 India St,58
4184012,2023-04-08T16:33:00,Downtown,Shared Mobility Device,open,801?899 W Fir St,59 (2nd)
4184013,2023-04-08T16:34:00,Uptown,Encampment,open,724 Robinson Ave,"A full campsite has been set up by transients on Robinson Avenue in the back of Whole Foods complete with house, plants, trash, belongings, and a tent. It is blocking the sidewalk. It is been here for over a week now, and nobody takes care of this."
4184014,2023-04-08T16:35:00,Downtown,Shared Mobility Device,open,1670 Kettner Blvd,113
4184015,2023-04-08T16:36:00,Downtown,Shared Mobility Device,open,1670 Kettner Blvd,59
4184016,2023-04-08T16:36:00,Downtown,Illegal Dumping,open,712 Kettner Blvd,Mattress dumped in train tracks
4184017,2023-04-08T16:37:00,Downtown,Encampment,open,726 F St,Homeless encampment
4184018,2023-04-08T16:37:00,Downtown,Shared Mobility Device,open,"1488 INDIA ST, San Diego, CA 92101, USA",114
4184019,2023-04-08T16:38:00,Downtown,Shared Mobility Device,open,1501 India St,115
4184021,2023-04-08T16:39:00,Downtown,Shared Mobility Device,open,1501 India St,61
4184022,2023-04-08T16:40:00,Mid-City:City Heights,Street Light Maintenance,open,"4054-4014 50th St, San Diego, CA 92105, USA","In the eastern curb (across street from building at  4042  50th Street), there is an LED street light that has been on during the daytime and needs a new Photocell, please."
4184024,2023-04-08T16:41:00,Navajo,Missed Collection,open,8525 Blue Lake Dr,Missed green waste pick up
4184025,2023-04-08T16:41:00,Mid-City:City Heights,Traffic Sign Maintenance,open,"4069-4099 50th St, San Diego, CA 92105, USA","50th Street @ Oakcrest Drive:  the STOP signpost here has been struck and needs realignment, please."
4184026,2023-04-08T16:42:00,Downtown,Shared Mobility Device,open,1371 Kettner Blvd,116
4184027,2023-04-08T16:43:00,Downtown,Shared Mobility Device,open,1411 Kettner Blvd,117
4184028,2023-04-08T16:45:00,Mid-City:City Heights,Traffic Sign Maintenance,open,"4007 50th St, San Diego, CA 92105, USA","50th Street @ University Avenue:  for the North side of this intersection, can Street Name Signs be installed, please?  (there are signs on the south side of this same intersection, but they are difficult to read from the westbound lane)."
4184029,2023-04-08T16:45:00,Miramar Ranch North,Traffic Sign Maintenance,open,"11154 SCRIPPS POWAY PY, San Diego, CA 92131, USA",Handicap parking sign down
4184030,2023-04-08T16:45:00,Mission Beach,Pothole,open,"2525 Garnet Ave, San Diego, CA 92109, USA","Large pothole in left lane heading east on Garnet Ave.  Immediately after the stoplight at Soledad Mountain Rd.  In front of Rose Creek Cottage.  After hitting the pothole, the left front tire of my car lost all air and went flat.  The vehicle was undriveable and had to be towed to the BMW dealership.|| Describe the exact location of the pothole on the street./Pothole was in the left lane heading east on Garnet Ave immediately after the stoplight at Soledad Mountain Rd.  In front of Rose Creek Cottage.|| Which lane is the pothole in?/left|| What is the direction of travel?/Eastbound"
4184031,2023-04-08T16:46:00,Balboa Park,Encampment,open,Balboa Dr,Homeless camp
4184037,2023-04-08T16:50:00,North Park,Missed Collection,open,3140 Thorn St,Garbage collection missed
4184038,2023-04-08T16:51:00,La Jolla,Traffic Sign Maintenance,open,2001 Spindrift Dr,Sign down
4184039,2023-04-08T16:51:00,La Jolla,Traffic Sign Maintenance,open,7905 Ivanhoe Avenue,Disabled sign missing (hazard)
4184040,2023-04-08T16:51:00,La Jolla,Graffiti - Public,open,2110 Avenida de la Playa,Box tagged
4184041,2023-04-08T16:51:00,Pacific Beach,Pothole,open,"2525 GARNET AV, 92109",POTHOLE ON LEFT LANE E/B ON GARNET AVE
4184044,2023-04-08T16:52:00,Mira Mesa,Pothole,open,9701?9751 Reagan Rd,Moin crater sized potholes || LOCATION: Roght Turn of Mira Mesa Blvd onto Reagan || LANE: Right || Eastbound
4184045,2023-04-08T16:54:00,Otay Mesa-Nestor,Traffic Sign Maintenance,open,3925 Kimsue Way,Residential area traffic calming speed bumps needed
4184046,2023-04-08T16:54:00,Torrey Pines,Pothole,open,San Dieguito River Park,Via de la valle is horrible  || LOCATION: Westbound lane || LANE: All || Eastbound
4184047,2023-04-08T16:54:00,Pacific Beach,Pothole,open,2651 Garnet Ave,Pothole || LOCATION: Garnet west of bond || LANE: Right || Eastbound
4184048,2023-04-08T16:55:00,Mid-City:City Heights,Traffic Sign Maintenance,open,"4098 Oakcrest Dr, San Diego, CA 92105, USA","Oakcrest Drive @ Winona Avenue:  the STOP signpost (on East side of intersection), adjacent ""SCHOOL  X-ING"" signpost just to the north, and the 2 ""DO NOT ENTER"" signposts (on west side of intersection) all need realignment, please.   ** Also, the ""DO NOT ENTER / WRONG WAY"" signs on the Southwest corner appear to be dirty & need to be cleaned or replaced, please."
4184049,2023-04-08T16:56:00,Downtown,Shared Mobility Device,open,448 W Market St,?
4184050,2023-04-08T16:58:00,Downtown,Encampment,open,1452 K St,Drugs
4184051,2023-04-08T16:58:00,Downtown,Shared Mobility Device,open,201?235 W G St,123
4184052,2023-04-08T16:59:00,Pacific Beach,Parking,open,4285 Bayard St,This van has been parked here for over 2 weeks in the same spot in front of my home. Please send someone to request they move.
4184053,2023-04-08T16:59:00,Downtown,Shared Mobility Device,open,101?131 W G St,124
4184054,2023-04-08T17:00:00,Mid-City:City Heights,Street Light Maintenance,open,"5116 El Cajon Blvd, San Diego, CA 92115, USA","Dual-fixture City lamppost in front of  5115 El Cajon Boulevard has been staying on during the day and needs a replacement photocell -- and 2 new bulbs, please."
4184055,2023-04-08T17:00:00,Downtown,Shared Mobility Device,open,295 G St,125
4184056,2023-04-08T17:01:00,Uptown,Encampment,open,1815 W Washington St,Homeless outreach
4184057,2023-04-08T17:02:00,Miramar Ranch North,Missed Collection,open,"11118 Swanson Ct, San Diego, CA 92131, USA",Missed collection of recycling bins for whole street (Swanson Ct)
4184058,2023-04-08T17:03:00,Downtown,Graffiti - Public,open,"1022 11TH AV, San Diego, CA 92101, USA",Graffiti
4184060,2023-04-08T17:03:00,Serra Mesa,Pothole,open,7900?7910 Frost St,Pothole || LOCATION: Frost st || LANE: West bound lane || Westbound
4184061,2023-04-08T17:03:00,Uptown,Graffiti - Public,open,3892 Pringle St,Graffiti
4184062,2023-04-08T17:04:00,Uptown,Parks Issue,open,1715 Fort Stockton Dr,Large tree downed by wind
4184064,2023-04-08T17:05:00,Downtown,Shared Mobility Device,open,541 J St,127
4184065,2023-04-08T17:05:00,Uptown,Graffiti - Public,open,1831 Torrance St,Graffiti
4184066,2023-04-08T17:06:00,Midway-Pacific Highway,Graffiti - Public,open,1929 Hancock St,Graffiti
4184068,2023-04-08T17:07:00,Downtown,Shared Mobility Device,open,352 Sixth Ave,128
4184069,2023-04-08T17:07:00,Mid-City:City Heights,Street Light Maintenance,open,"El Cajon Blvd & 52nd St, San Diego, CA 92115, USA","El Cajon Boulevard @ 52nd Street:  over the East side of this intersection, a Safety Light atop this traffic signal has been stying on during the daytime.  Can it be given a new photocell & bulb, please?   ** Also, please check the Green ball signal indication on the tip of this same signal mast's horizontal support arm."
4184071,2023-04-08T17:11:00,Linda Vista,Parking,open,"8031 Linda Vista Rd, San Diego, CA 92111, USA",Parked in same spot over 72 hours
4184072,2023-04-08T17:12:00,Downtown,Shared Mobility Device,open,570 Sixth Ave,130
4184073,2023-04-08T17:12:00,Mid-City:Kensington-Talmadge,Traffic Sign Maintenance,open,"4601-4613 Altadena Ave, San Diego, CA 92115, USA","Altadena Avenue @ Madison Avenue:  the Street Name Signpost mounted on the Northeast corner of this intersection needs realignment, please."
4184074,2023-04-08T17:12:00,Pacific Beach,Parks Issue,open,4450?4500 Ocean Blvd,Vendors on Boardwalk
4184075,2023-04-08T17:12:00,Downtown,Shared Mobility Device,open,534 Market St,131
4184076,2023-04-08T17:13:00,La Jolla,Parks Issue,open,La Vereda Dr,Dirty non functioning toilets
4184077,2023-04-08T17:14:00,Mid-City:Kensington-Talmadge,Traffic Sign Maintenance,open,"4701-4799 50th St, San Diego, CA 92115, USA","Adams Avenue @ 50th Street:  the STOP signpost for the East side of this intersection is leaning / bent & needs realignment, please."
4184078,2023-04-08T17:14:00,Mira Mesa,Encampment,open,Mira Mesa Blvd,Homeless Encampment
4184079,2023-04-08T17:14:00,Downtown,Other,open,801?899 J St,Non permit music
4184080,2023-04-08T17:15:00,Reserve,Pothole,open,2438?2516 Via de la Valle,30+ potholes in 150 Yard Stretch of WestBound Via De La Valle - Some VERY large/deep || LOCATION: Between San Andres and I5 North Entrance  || LANE: All the lanes are terrible! || Westbound
4184081,2023-04-08T17:18:00,Downtown,Shared Mobility Device,open,"404 09TH AV, San Diego, CA 92101, USA",132
4184082,2023-04-08T17:18:00,Mid-City:Kensington-Talmadge,Traffic Sign Maintenance,open,"4646 Miracle Dr, San Diego, CA 92115, USA","Adams Avenue @ Euclid Avenue:  one of the STOP signposts inside this little median triangle has been bent & needs realignment, please.  ** Can a Yellow reflector diamond also be added to this same signpost, please?"
4184083,2023-04-08T17:18:00,La Jolla,Parking,open,987 Muirlands Vista Way,Trailer parked on street for more  than 30 consecutive days muirlands vista way 1000 block
4184084,2023-04-08T17:19:00,Downtown,Shared Mobility Device,open,927 J St,133
4184085,2023-04-08T17:19:00,Downtown,Encampment,open,615 Broadway,Man using the bathroom in garbage can. Refuses to relocate.
4184086,2023-04-08T17:20:00,Navajo,Pothole,open,"Navajo Rd & College Ave, San Diego, CA 92120, USA",POTHOLES POTHOLES POTHOLES EAST AND WEST.FIX THEM ..OUR STREETS ARE A MESS|| Describe the exact location of the pothole on the street./East and west Navajo rd 92120|| Which lane is the pothole in?/All|| What is the direction of travel?/Westbound
4184087,2023-04-08T17:20:00,Downtown,Tree Maintenance,open,123 A Street,Overgrown shrubs
4184088,2023-04-08T17:20:00,Downtown,Shared Mobility Device,open,"976 J ST, San Diego, CA 92101, USA",135
4184089,2023-04-08T17:21:00,Otay Mesa-Nestor,Other,open,1920?1922 Palm Ave,Over grown weeds
4184091,2023-04-08T17:23:00,Rancho Penasquitos,Traffic Sign Maintenance,open,13058?13074 Black Mountain Rd,Broken sign
4184092,2023-04-08T17:24:00,Mission Valley,Pothole,open,San Diego River Park Os,Potholes || LOCATION: East bound Lane || LANE: East || Eastbound
4184093,2023-04-08T17:24:00,Mid-City:Kensington-Talmadge,ROW Maintenance,open,"Adams Ave, San Diego, CA 92115, USA","Adams Avenue @ 51st Street:  on the East side of this intersection, the Right / South half of a wooden City guardrail needs maintenance work, please -- replacement for the 2 horizontal pieces, which are damaged, and some fresh paint."
4184094,2023-04-08T17:25:00,Mission Valley,Pothole,open,2435?2509 Camino del Rio N,Potholes || LOCATION: East bound lane || LANE: East bound || Eastbound
4184095,2023-04-08T17:25:00,Otay Mesa-Nestor,Graffiti - Public,open,1850 Coronado Ave,Graffiti
4184096,2023-04-08T17:25:00,Downtown,Encampment,open,1501?1535 Island Ave,Homeless encampment full of trash. This was cleaned up and moved on 4/7 and they came right back on 4/8.
4184097,2023-04-08T17:26:00,Otay Mesa-Nestor,ROW Maintenance,open,1854 Coronado Ave,Fire Lane needs to repainted along the wall
4184098,2023-04-08T17:27:00,College Area,Traffic Sign Maintenance,open,"5740-5726 Adams Ave, San Diego, CA 92115, USA","El Cerrito Place @ Adams Avenue:  can a ""NOT A THRU STREET"" (or similar) sign be installed here, please?"
4184099,2023-04-08T17:28:00,Otay Mesa-Nestor,Graffiti - Public,open,1854 Coronado Ave,Graffiti
4184100,2023-04-08T17:32:00,Encanto Neighborhoods,Parks Issue,open,Martin Luther King Jr. Community Park & recreation Center,Weeds overgrown children?s sand play area
4184101,2023-04-08T17:32:00,Encanto Neighborhoods,Parks Issue,open,Martin Luther King Jr. Community Park & recreation Center,Weeds have taken over the sand pit for children
4184102,2023-04-08T17:33:00,University,Pothole,open,"La Jolla Village Dr, San Diego, CA, USA",several potholes on La Jolla Village Drive|| Describe the exact location of the pothole on the street./Heading east from 5 freeway on La Jolla VIllage Drive before Lebon Drive.  Close to Hyatt.|| Which lane is the pothole in?/middle lane|| What is the direction of travel?/Eastbound
4184103,2023-04-08T17:33:00,Ocean Beach,Encampment,open,2183 Bacon Street,Encampment
4184105,2023-04-08T17:37:00,Clairemont Mesa,Pothole,open,4545 Limerick Ave,Pothole || LOCATION: 4545 Limerick Ave San Diego CA 92117 || LANE: Single lane || Northbound
4184106,2023-04-08T17:37:00,College Area,Traffic Sign Maintenance,open,"5510 Reservoir Dr, San Diego, CA 92120, USA","Reservoir Drive:  a short distance south of Alvarado Road (in western curb), there is a Yellow '25 MPH' curve warning signpost that is leaning badly; can it be realigned, please?   ** Also, directly across from it (in eastern curb) is a '30 MPH' speed limit sign that is damaged / defaced & needs replacement, please."
4184108,2023-04-08T17:38:00,Miramar Ranch North,Graffiti - Public,open,11670 Poway Road,"Graffiti, tagging along top of divider."
4184109,2023-04-08T17:39:00,Pacific Beach,Parking,open,"4621 Everts St, San Diego, CA 92109, USA",Trailer full of garbage has been parked here for weeks
4184110,2023-04-08T17:39:00,Navajo,Missed Collection,open,5641 Genoa Dr,Missed trash collection
4184111,2023-04-08T17:41:00,Uptown,Graffiti - Public,open,3909 Richmond St,Graffiti. 2nd report. Adjacent to McDonald?s on Richmond.
4184112,2023-04-08T17:41:00,Uptown,Parking,open,401?493 Redwood St,3 minute White zone violation by repeat offender
4184113,2023-04-08T17:42:00,Mid-City:Normal Heights,Parking,open,4742 1/2 Bancroft Street,Truck parked in middle of road for 1 hour or more. License 13955G3
4184114,2023-04-08T17:42:00,Ocean Beach,Encampment,open,4588 W Point Loma Blvd,Overgrown property
4184115,2023-04-08T17:43:00,Downtown,Shared Mobility Device,open,570 Sixth Ave,Double Riding
4184116,2023-04-08T17:44:00,Downtown,Encampment,open,350 W Date St,Trespass
4184117,2023-04-08T17:44:00,Downtown,Shared Mobility Device,open,530 Market St,Riding on sidewalk
4184118,2023-04-08T17:45:00,Southeastern San Diego,Parking,open,3475 Florence Lane,Illegal parking
4184119,2023-04-08T17:45:00,Mid-City:Normal Heights,Parking,open,4651 Iowa Street,Motorcycle Driving/Parking on Sidewalk
4184120,2023-04-08T17:46:00,Ocean Beach,Parking,open,"4628 Castelar St, San Diego, CA 92107, USA",Van hasn?t moved in over 11 days.
4184121,2023-04-08T17:46:00,North Park,ROW Maintenance,open,4462 1/2 Utah Street,Red curb needs to be repainted
4184122,2023-04-08T17:49:00,Downtown,Shared Mobility Device,open,530 Market St,Riding on sidewalk
4184123,2023-04-08T17:50:00,Downtown,Shared Mobility Device,open,528 Market St,Riding on the sidewalk
4184124,2023-04-08T17:50:00,Mid-City:City Heights,Other,open,5005 Auburn Dr,Many cars blocking street
4184125,2023-04-08T17:50:00,Ocean Beach,Parking,open,"4628 Castelar St, San Diego, CA 92107, USA",Van hasn?t moved for 8 days
4184126,2023-04-08T17:50:00,Mission Beach,Parks Issue,open,3084?3096 Ocean Front Walk,Food vendors mission beach
4184127,2023-04-08T17:51:00,Mid-City:City Heights,Street Light Maintenance,open,"3206 43rd St, San Diego, CA 92105, USA","Fairmount Avenue @ Thorn Street:  the Safety Light (atop the traffic signal controlling southbound Fairmount Avenue) has been staying on all day and needs Both a new photocell & bulb, please.  ** Also, please check the color traffic signal lights on All sides of this same intersection -- some appear to be out."
4184128,2023-04-08T17:52:00,Mid-City:Normal Heights,Encampment,open,3491 Adams Ave,Homeless encampment at school park
4184129,2023-04-08T17:52:00,Mid-City:City Heights,Parking,open,5011 Auburn Dr,Car blocking road
